judul;label
SISTEM PENJADWALAN OTOMATIS TEMPAT KHUTBAH JUM’AT MUBALIGH1Nuraisyah;sistem operasi dan jaringan
PENERAPAN PEWARNAAN GRAF PADA PENJADWALAN UJIAN MENGGUNAKAN ALGORITMAWELSH POWELL;algoritma dan struktur data
SISTEM IDENTIFIKASI CITRA KAYU BERDASARKAN TEKSTUR MENGGUNAKAN GRAY LEVEL COOCURRENCE MATRIX (GLCM) DENGAN KLASIFIKASI JARAK EUCLIDEAN;grafik
PENERAPAN DATA MINING UNTUK ANALISIS POLA PEMBELIAN KONSUMEN DENGAN ALGORITMA FPGROWTH PADA DATA TRANSAKSI PENJUALAN SPARE PART MOTOR;artificial intelligance dan robotik
Penerapan Algoritma FP-Growth Dalam Penentuan Pola Pembelian Konsumen Pada Kain Tenun Medali Mas;artificial intelligance dan robotik
ANALISIS KINERJA TEKNOLOGI VIRTUALISASI SERVER (STUDY KASUS : UNIVERSITAS ASAHAN);sistem operasi dan jaringan
IMPLEMENTASI DATA MINING DENGAN METODE AlGORITMA C4.5 UNTUK MENENTUKAN TINGKAT KELAYAKAN SEPEDA MOTOR BEKAS YANG AKAN DIJUAL (STUDI KASUS UD.NISA MOTOR);artificial intelligance dan robotik
ANALISIS KUALITAS PELAYANANTERHADAP TINGKAT KEPUASAN KONSUMEN MENGGUNAKANMETODE IMPORTANCE PERFORMANCE ANALYSIS DAN CUSTOMERSATISFACTION INDEX PADA UKM GALLERY;database dan sistim retrieval informasi
Implementasi High Availability Server Dengan Teknik Failover Virtual Computer Cluster;sistem operasi dan jaringan
Segmentasi PSO Pararel GPGPU Untuk Pengenalan CitraAksara Jawa;grafik
Deteksi Batik Bojonegoro Menggunakan Metode Gray Level Co-occurrence Matrix (glcm) Dan Naive Bayes;grafik
Implementasi Metode Gray Level Co-occurrence Matrix dalam Identifikasi Jenis Daun Tengkawang;grafik
ESTIMASI POLA CUACA WILAYAH PEKANBARU MENGGUNAKAN PROBABILISTIC NEURAL NETWORK;grafik
Perbandingan Naive Bayes Classifier Dengan Nearest Neighbor Untuk Identifikasi Penyakit Mata;grafik
IMPLEMENTASI DATA MINING UNTUK PENGENALAN KARAKTERISTIK TRANSAKSI CUSTOMER DENGAN MENGGUNAKAN ALGORITMA C4.5;artificial intelligance dan robotik
SISTEM PENJADWALAN KULIAH MENGGUNAKAN METODE ALGORITMA GENETIKA (STUDI KASUS: FAKULTAS KEDOKTERAN DAN KESEHATAN UNIVERSITAS MUHAMMADIYAH JAKARTA);sistem operasi dan jaringan
Penerapan Data Mining Untuk Analisis Pola Pembelian Produk Pada Clapper Movie Café Menggunakan Metode Association Rule;artificial intelligance dan robotik
Komputasi Penentuan Kualitas pada Fiber Optik Berdasarkan Rugi Daya dengan Gaussian Naive Bayes Menggunakan Teknologi CUDA;algoritma dan struktur data
Perbandingan Kecepatan Gabungan AlgoritmaUtama Quick Sort dan Merge Sort dengan AlgoritmaTambahan Insertion Sort, Bubble Sort dan SelectionSort;database dan sistim retrieval informasi
IMPLEMENTASI KRIPTOGRAFI PADA FILE ATTACHMENT EMAIL MENGGUNAKAN ALGORITMA RIJNDAEL;algoritma dan struktur data
KEAMANAN FILE MENGGUNAKAN TEKNIK KRIPTOGRAFI SHIFT CIPHER;algoritma dan struktur data
KLASIFIKASIJENISJERAWATBERDASARKANTEKSTURDENGAN MENGGUNAKANMETODEGLCM;grafik
Penerapan Algoritma K-means Pada Kompresi Adaptif Citra Medis Mri;grafik
Rancang-Bangun Business Intelligence Pada Perpustakaan Sekolah Studi Kasus di SMP Negeri 1 Cisoka;artificial intelligance dan robotik
PERBANDINGAN NAIVE BAYES CLASSIFIER DENGAN NEAREST NEIGHBOR UNTUK IDENTIFIKASI PENYAKIT MATA;grafik
PENERAPAN GRAF PADA PERSIMPANGAN MENGGUNAKAN ALGORITMA WELSH-POWEL UNTUK OPTIMALISASI PENGATURAN TRAFFIC LIGHT;algoritma dan struktur data
PENGENALAN WAJAH DENGAN MATRIKS KOOKURENSIARAS KEABUAN DAN JARINGAN SYARAF TIRUANPROBABILISTIK;grafik
APLIKASI PENCARIAN SHELTER TSUNAMI TERDEKAT DI KOTA PADANG MENGGUNAKAN METODE BEST FIRST SEARCH;artificial intelligance dan robotik
Analisis OverheadServerCloud Infrastructurepada Proxmox VE Hypervisor;algoritma dan struktur data
Data Mining Menggunakan Algoritma Apriori untuk Rekomendasi Produk bagi Pelanggan;artificial intelligance dan robotik
MINIMASI MAKESPAN PADA PENJADWALAN FLOW SHOP MESIN PARALEL PRODUK STEEL BRIDGE B-60 MENGGUNAKAN METODE LONGEST PROCESSING TIME DAN PARTICLE SWARM OPTIMIZATION;sistem operasi dan jaringan
Aplikasi Pembelajaran Angka, Bentuk, Huruf dan Warna Untuk Anak-Anak Menggunakan Metode Computer Assisted Instruction (CAI) Berbasis Android;artificial intelligance dan robotik
OPTIMALISASI PENGGUNAAN HARDWARE SERVER MEMPERGUNAKAN VIRTUALISASI SERVER DI SMAN 1 WONOSARI;sistem operasi dan jaringan
PENCARIAN FILE DENGAN METODE BINARY SEARCHING DAN DENGANPENDEKATAN WILDCARD CHARACTER;database dan sistim retrieval informasi
ANALISIS INTENSITAS METODE PENDETEKSIAN TEPI SOBEL;grafik
PENGOLAHAN CITRA DIGITAL UNTUK MENDETEKSI OBYEK MENGGUNAKAN PENGOLAHAN WARNA MODEL NORMALISASI RGB;grafik
Penentuan Anomali Gayaberat Regional dan Residual Menggunakan FilterGaussian Daerah Mamuju, Sulawesi Barat;grafik
ANALISIS UJI KOMPARASI SISTEM OPERASI PADAANDROID DAN BLACKBERRY;sistem operasi dan jaringan
Prediksi Indeks Harga Saham dengan Metode Gabungan Support Vector Regression dan Jaringan Syaraf Tiruan;artificial intelligance dan robotik
Analisis Quality of Service pada Jaringan Eoip Tunnel dengan Protokol Routing OSPF dan RIPV2;sistem operasi dan jaringan
Analisis Asosiasi pada Transaksi Obat Menggunakan Data Mining dengan Algoritma A Priori;artificial intelligance dan robotik
IMPLEMENTASI ALGORITMA FP-GROWTH MENGGUNAKAN ASSOCIATION RULE PADA MARKET BASKET ANALYSIS;artificial intelligance dan robotik
Implementasi CNN dan SVM untuk Identifikasi Penyakit Tomat via Daun;grafik
Pemanfaatan Ciri Gray Level Co-Occurrence Matrix (GLCM) Citra Buah Jeruk Keprok (Citrus reticulata Blanco) untuk Klasifikasi Mutu;grafik
IMPLEMENTASI TEORI DISTRIBUSI PROBABILITAS GAUSSIAN PADA KUALITAS RANGKAIAN PENYEARAH GELOMBANG PENUH;algoritma dan struktur data
BASIS DATA TERDISTRIBUSIUNTUK APLIKASI KEPENDUDUKAN BERBASIS WEB;database dan sistim retrieval informasi
PENERAPAN PEWARNAAN GRAF PADA PENJADWALAN UJIAN MENGGUNAKAN ALGORITMAWELSH POWELL;algoritma dan struktur data
STUDI POLA SUB-CEKUNGAN HIDROKARBON MENGGUNAKANANALISIS SPECTRAL DECOMPOSITION, PEMODELAN 2D DANPEMODELAN 3D BERDASARKAN DATA GAYABERATDAERAH LONGIRAM, KALIMANTAN TIMUR;grafik
"algoritma apriori; association rule; rekomendasi produk; data mining; promosi item produk";artificial intelligance dan robotik
PROTOTIPE INFRASTRUKTUR SOFTWARE-DEFINED NETWORK DENGAN PROTOKOL OPENFLOW MENGGUNAKAN UBUNTU SEBAGAI KONTROLER;sistem operasi dan jaringan
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS MOBILE PADA MATA PELAJARAN BASIS DATA UNTUK SMK;database dan sistim retrieval informasi
Penyelesaian permainan sodoku berbasis 9x9 menggunakan algoritma eliminasi dan tracking guess kage bunshin;algoritma dan struktur data
Klasifikasi Konten Berita Dengan Metode Text Mining SYMMETRIC;artificial intelligance dan robotik
PEMBANGUNAN APLIKASI PEMBANDING KRIPTOGRAFI DENGAN CAESAR CIPHER DAN ADVANCE ENCRYPTION STANDARD (AES) UNTUK FILE TEKS;algoritma dan struktur data
Penerapan Data Mining Dalam Menganalisa Data Penjualan Untuk Mendapatkan Pola Rekomendasi Penjualan Menggunakan Algoritma Apriori Pada K3 Mart;artificial intelligance dan robotik
PERANCANGAN APLIKASI MONITORING SCHEDULE EKSPORDENGAN WEB DAN SMS GATEWAY DI PT DMCTEKNOLOGI INDONESIA;sistem operasi dan jaringan
PENGENALAN JENIS IKAN AIR LAUT DENGAN METODE lEARNING VECTOR QUANTIZATION (LVQ) BERBASIS CITRA;grafik
MODIFIKASI ALGORITMA CAESAR CHIPER DAN RAIL FENCE UNTUK PENINGKATAN KEAMANAN TEKS ALFANUMERIK DAN KARAKTER KHUSUS;algoritma dan struktur data
mobile-SCM, SCM Pupuk Hydrasil;grafik
Preprocessing pada Segmentasi Citra Paru-Paru dan JantungMenggunakan Anisotropic Diffusion Filter;grafik
Penerapan MySQL Cluster untuk Membangun Replikasi Dua Arah Basis Data Terdistribusi dengan Penerapan Metode Fail Over dan Load Balancing;database dan sistim retrieval informasi
Penerapan Metode Data Mining Market Basket Analysis Terhadap Data Penjualan Produk Pada Toko Oase Menggunakan Algoritma Apriori;artificial intelligance dan robotik
Migrasi Sistem Operasi Windows ke Sistem Operasi Linux Sidux pada Laboratorium Jaringan Komputer;sistem operasi dan jaringan
Deteksi Tepi pada Citra Digital menggunakan Metode Kirsch dan Robinson;grafik
IMPLEMENTASI TEXT MINING DALAM KLASIFIKASI BUKU DENGAN METODE NAÏVE BAYES CLASSIFIER STUDI KASUS PADA PERPUSTAKAAN STMIK PPKIA TARAKANITA RAHMAWATI;artificial intelligance dan robotik
FUZZY MULTIPLE ATTRIBUTE DECISION MACKING (FMADM) BERDASARKAN METODE ORESTE UNTUK MENENTUKAN LOKASI PROMOSI (STUDI KASUS: STMIK BUDI DARMA MEDAN);artificial intelligance dan robotik
Implementasi Business Intelligence Pada Manajemen Report Bank XYZ;artificial intelligance dan robotik
Efisiensi aplikasi penjadwalan matakuliah jurusan Teknik Informatika di UIN Maulana Malik Ibrahim Malang dengan GPU (Grapich Processing Unit) dan multithread;sistem operasi dan jaringan
DESAIN KRIPTOGRAFI CBC MODIFIKASIPADA PROSES PENGAMANAN PESAN MELALUI EMAIL;algoritma dan struktur data
Penyelesaian Masalah Pewarnaan pada Graf dengan Algoritma Genetika;algoritma dan struktur data
PENENTUAN POLA YANG SERING MUNCUL UNTUK PENJUALAN PUPUK MENGGUNAKAN ALGORITMA FP-GROWTH;artificial intelligance dan robotik
ANALISIS PERBANDINGAN ALGORITMABUBBLE SORT, MERGE SORT, DAN QUICKSORT DALAM PROSES PENGURUTANKOMBINASI ANGKA DAN HURUF;database dan sistim retrieval informasi
IMPLEMENTASI ALGORITMA SEQUENTIALSEARCHING UNTUK PENCARIAN NOMORSURAT PADA SISTEM ARSIP ELEKTRONIK;database dan sistim retrieval informasi
DETEKSI POTENSI KANKER PAYUDARA PADA MAMMOGRAM MENGGUNAKAN METODE GRAY LEVEL CO-OCCURRENCE MATRICES;grafik
PERANCANGAN TRANSLATOR BAHASA ALAMI KE DALAM FORMAT SQL (STRUCTURED QUERY LANGUAGE) DENGAN FOKUS PADA KASUS RETRIVAL INFORMASI;database dan sistim retrieval informasi
IMPLEMENTASI K-NEAREST NEIGHBOR UNTUK MENGENALI POLA CITRA DALAM MENDETEKSI PENYAKIT KULIT;grafik
PENGOLAHAN CITRA DIGITAL UNTUK MENDETEKSI OBYEK MENGGUNAKAN PENGOLAHAN WARNA MODEL NORMALISASI RGB;grafik
PENERAPAN METODE TSUKAMOTO DALAM SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKANJUMLAH PRODUKSI BARANG (STUDI KASUS : PT. BUDIJAYA MAKMURSENTOSA);artificial intelligance dan robotik
Pengembangan Manajemen Multi Server Berbasis Web Menggunakan Framework Django;sistem operasi dan jaringan
Sistem Informasi Perpustakaan dengan Arsitektur Lima Simpul dan Basisdata Terdistribusi;database dan sistim retrieval informasi
Kombinasi Algoritma Caesar Cipher dan Algoritma RSA untuk pengamanan File Dokumen dan Pesan Teks;algoritma dan struktur data
ANALISIS PERSEPSI KONSUMEN MENGGUNAKAN METODE IMPORTANCE PERFORMANCE ANALYSIS DAN CUSTOMER SATISFACTION INDEX;database dan sistim retrieval informasi
APLIKASI VISUALISASI DAN PERBANDINGAN METODE – METODE PENGURUTAN DATA;database dan sistim retrieval informasi
DISTRIBUSI JARINGAN MENGGUNAKAN ROUTING OSPF DENGAN METODE REDISTRIBUTION;sistem operasi dan jaringan
BUSINESS INTELLIGENCE UNTUK PREDIKSI CUSTOMER CHURN TELEKOMUNIKASI;artificial intelligance dan robotik
Pengamanan Data Informasi menggunakan Kriptografi Klasik;algoritma dan struktur data
JURNAL ANALISIS SISTEM OPERASIFITUR KEAMANAN WINDOWS, LINUX Dan MACINTOSH;sistem operasi dan jaringan
PENERAPAN OPERASI HIMPUNAN DAN FUNGSI AGREGASI PADA PERANCANGAN BASIS DATA ALUMNI UNIVERSITAS HALU OLEO;database dan sistim retrieval informasi
Aplikasi Genetika Untuk Penjadwalan Mata Pelajaran di SMAN 3 Semarang;sistem operasi dan jaringan
IMPLEMENTASI BASIS DATA TERDISTRIBUSIMENGGUNAKAN MYSQL PADA PT THAMRIN BROTHERSPALEMBANG;database dan sistim retrieval informasi
TUG SYNOPSIS UNTUK HIMPUNAN DATABASE RELASIONAL;database dan sistim retrieval informasi
KLASIFIKASI CITRA DENGAN MATRIKS KO-OKURENSI ARAS KEABUAN (Gray Level Co-occurrence Matrix-GLCM) PADA LIMA KELAS BIJI-BIJIAN;grafik
Implementasi Basisdata Terdistribusi Pada Sistem Kenaikan Gaji Berkala Dinas Infokom Provinsi Maluku;database dan sistim retrieval informasi
PENERAPAN DATA MINING UNTUK ANALISIS POLA PEMBELIAN KONSUMEN DENGAN ALGORITMA FPGROWTH PADA DATA TRANSAKSI PENJUALAN SPARE PART MOTOR;artificial intelligance dan robotik
Perancangan Dan Implementasi Alat Penyortiran Kotak Berbasis Rfid Pada Konveyor Dengan Metode Searching;database dan sistim retrieval informasi
PENERAPAN METODE SIMPLE HILL CLIMBING SEARCH UNTUK PENCARIAN LOKASI TERDEKAT SEKOLAH MENENGAH ATAS MUHAMMDIYAH;artificial intelligance dan robotik
PENGUJIAN USABILITAS PORTAL DUTATANI MENGGUNAKAN ME;database dan sistim retrieval informasi
Perancangan Algoritma Kriptografi Stream Cipher dengan Chaos;algoritma dan struktur data
PERANCANGAN APLIKASI STEGANOGRAFI PENYISIPAN TEXT PADA CITRA DENGAN ALGORITMA PIXEL INDICATOR;grafik
PERAN ALGORITMA CAESAR CIPHER DALAMMEMBANGUN KARAKTER AKAN KESADARANKEAMANAN INFORMASI;algoritma dan struktur data
ANALISIS PENGARUH KUALITAS PRODUK DAN PELAYANAN TERDAHAP KEPUASAN KONSUMEN MENGGUNAKAN METODE IMPORTANCE PERFORMANCE ANALYSIS DI TWISSTERDOG DENPASAR;database dan sistim retrieval informasi
PENGAPLIKASIAN TEORI GRAF PADA ANALISIS JEJARING SOSIAL DALAM STRUKTUR ORGANISASI UNISBA DI BAWAH PIMPINAN WAREK I MENGGUNAKAN APLIKASI MICROSOFT NODEXL;algoritma dan struktur data
KRIPTOGRAFI DENGAN KOMPOSISI CAESAR CIPHER DAN AFFINE CIPHER UNTUK MENGUBAH PESAN RAHASIA;algoritma dan struktur data
PENGEMBANGAN JARINGAN LOCAL AREA NETWORK MENGGUNAKANSISTEM OPERASI LINUX REDHAT 9;sistem operasi dan jaringan
Aplikasi Metode Filter Bank Gabor pada Identifikasi Citra Wajah dari Individu yang Bergerak dan Tidak Bergerak;grafik
PERAMALAN BEBAN PUNCAK LISTRIK JANGKA PENDEK MENGGUNAKAN METODE JARINGAN SYARAF TIRUAN;artificial intelligance dan robotik
Implementasi Algoritma ECDH dan AES untuk Pengamanan Pesan SMS pada Telepon Seluler;algoritma dan struktur data
Pengembangan Buku Ajar Kompilasi Teori Graf dengan Model Addie;algoritma dan struktur data
MPLEMENTASI APLIKASI PEMESANAN TIKET BUS BERBASIS WEB DAN ANDROID MENGGUNAKAN ALGORITMA BUBBLE SORT;database dan sistim retrieval informasi
KLASIFIKASI CITRA MENGGUNAKAN MULTI TEXTON HISTOGRAM DAN PROBABILISTIC NEURAL NETWORK;grafik
PENERAPAN ALGORITMA QUICK PIVOT SORT DAN RADIX SORT PADA DATA BUKU;database dan sistim retrieval informasi
PEMBUATAN PERANGKAT LUNAKMEDIA PEMBELAJARAN KRIPTOGRAFI KLASIK;algoritma dan struktur data
Penerapan dan Analisis Virtualisasi Router Menggunakan RouterOS;sistem operasi dan jaringan
Penerapan Algoritma Kriptografi TEA Dan Base64 Untuk Mengamankan Email Data Policy Asuransi;algoritma dan struktur data
PERBANDINGAN STRATEGI REPLIKASI PADA SISTEMBASIS DATA TERDISTRIBUSI;database dan sistim retrieval informasi
ANALISIS PERBANDINGAN KINERJA FREENAS DANNAS4FREE SEBAGAI SISTEM OPERASI JARINGANNETWORK ATTACHED STORAGE (NAS) PADA LOCAL AREANETWORK (LAN);sistem operasi dan jaringan
REPLIKASI BASIS DATA PADA SISTEM PENGOLAHAN DATA AKADEMIK UNIVERISTAS KATOLIK SANTO THOMAS;database dan sistim retrieval informasi
Rancang Bangun Sistem Enterprise Resource Planning pada Modul Procurement Process (Purchasing) Berorientasikan Multi-Tenancy dengan Sistem Basis Data Terdistribusi;database dan sistim retrieval informasi
Rancang Bangun Aplikasi CRM Fleet Management Systemdengan Algoritma Searching Sequential;database dan sistim retrieval informasi
Analisis Dan Perancangan Sistem Informasi Pengolahan Data Residen Menggunakan Basis Data TerdistribusiMardiah Nasution;database dan sistim retrieval informasi
PENENTUAN WILAYAH WAJAH MANUSIA PADA CITRA BERWARNA BERDASARKAN WARNA KULIT DENGAN METODE TEMPLATE MATCHING;grafik
PERANCANGAN APLIKASI KEAMANAN DATA EMAIL MENGGUNAKAN ALGORITMA ENKRIPSI RC6 BERBASIS ANDROID;algoritma dan struktur data
PENGEMBANGAN PERANGKAT LUNAK JARINGAN SYARAF TIRUAN UNTUK PENGKLASIFIKASIAN DATA APLIKASI KREDIT PERBANKAN MENGGUNAKAN METODE PROPAGASI BALIK;artificial intelligance dan robotik
PEMANFAATAN METODE HEURISTIK DALAM PENCARIAN JALUR TERPENDEK DENGAN ALGORITMA SEMUT DAN ALGORITMA GENETIKA;artificial intelligance dan robotik
OPTIMASI ALGORITMA LEARNING VECTOR QUANTIZATION (LVQ) DALAM PENGKLASIFIKASIAN CITRA DAGING SAPI DAN DAGING BABI BERBASIS GLCM DAN HSV;grafik
PENJADWALAN CLEANING SERVICE MENGGUNAKANALGORITMA GENETIKA;sistem operasi dan jaringan
OPTIMASI ALGORITMA SHELL SORT DALAM PENGURUTAN DATA HURUF DAN ANGKA;database dan sistim retrieval informasi
Komparasi Algoritma Quicksort dan Bucket Sort pada Pengurutan Data Integer;database dan sistim retrieval informasi
EKSTRASI TEKSTUR CITRA MENGGUNAKAN LOCAL BINARY PATTERN UNTUK IDENTIFIKASI PENYAKIT TANAMAN PADI DAN ANTHURIUM BERBASIS WEBSITE;grafik
Perbandingan Kecepatan Gabungan Algoritma Quick Sort dan Merge Sort dengan Insertion Sort, Bubble Sort dan Selection Sort;database dan sistim retrieval informasi
ALGORITMA FP-GROWTH DALAM TEKNIK MARKET BASKET ANALYSIS SPAREPART KOMPUTER PADA JASA SERVIS KOMPUTER (STUDI KASUS : CV. KARYA COMPUTER CENTER);database dan sistim retrieval informasi
Komparasi Algoritma Klasifikasi Machine Learning Dan Feature Selection pada Analisis Sentimen Review Film;artificial intelligance dan robotik
ANALISIS DATA PELANGGAN INDIHOME DENGAN ALGORITMA ROUGH SET UNTUK MEMPREDIKSI CALON PELANGGAN BARU YANG POTENSIAL (STUDI KASUS: PT. TELEKOMUNIKASI INDONESIA, TBK);database dan sistim retrieval informasi
IDENTIFIKASI JENIS KAYU BERBASIS CITRA MENGGUNAKAN PROBABILISTIC NEURAL NETWORK (PNN);grafik
PENGEMBANGAN ALGORTIMA APRIORI UNTUK PENGAMBILAN KEPUTUSAN;artificial intelligance dan robotik
IMPLEMENTASI FRAGMENTASI HORIZONTAL BASIS DATA TERDISTRIBUSI (STUDI KASUS : SISTEM INFORMASI AKADEMIK UNIVERSITAS KATOLIK SANTO THOMAS);database dan sistim retrieval informasi
IMPLEMENTASI METODE GRAM-SCHMIDT DAN METODE PRINCIPAL COMPONENT DALAM PENAJAMAN CITRA MULTIRESOLUSI;grafik
Analisis Perbandingan Kompleksitas Algoritma Pengurutan Nilai (Sorting);database dan sistim retrieval informasi
Implementasi Algoritma Sequential SearchingPada Sistem Pelayanan PuskesmasMenggunakan Bootstrap (Studi KasusPuskesmas Kampung Bali Bengkulu);database dan sistim retrieval informasi
ENERAPAN GEOMETRIC MEAN FILTER UNTUK MEREDUKSI NOISE SPECKLE DAN SALT AND PEPPER PADA CITRA ORTOKROMATIK;grafik
RANCANG BANGUN WIRELESS SENSOR NETWORKBERBASIS PROTOKOL ZIGBEE DAN GSM UNTUKSISTEM PEMANTAUAN POLUSI UDARA;sistem operasi dan jaringan
HASIL PENGENALAN CITRA WAJAH DITINJAU DARI JARAK PIKSEL PADA GRAY LEVEL COOCCURRENCE MATRIX DAN PROBABILISTIC NEURAL NETWORK;grafik
IMPELEMTASI METODE TRANSFORMASI TOP-HAD DAN BOTTOM HAD UNTUK PENINGKATAN KUALITAS CITRA CT SCAN;grafik
PENERAPAN KONSEP BUSINESS INTELLIGENCE UNTUK PERCEPATAN PENYELESAIAN PERKARA PADA PANMUD PERDATA KHUSUS MAHKAMAH AGUNG RI;artificial intelligance dan robotik
ANALISIS PERBANDINGAN ALGORITMA KRIPTOGRAFI KLASIKVIGENERE CIPHER DAN ONE TIME PAD;algoritma dan struktur data
Penggunaan Algoritma Novel Utility Frequent Itemset Mining dalam Market Basket Analysis;artificial intelligance dan robotik
PEMECAHAN SISTEM TRIDIAGONALDALAM KOMPUTASI PARALEL DENGAN SIKLUS REDUKSI;algoritma dan struktur data
Analisa Data Mining Menggunakan Market Basket Analysis untuk Mengetahui Pola Beli Konsumen;artificial intelligance dan robotik
PERANCANGAN DAN IMPLEMENTASI VIRTUALISASI SERVER MENGGUNAKAN PROXMOX VE 3.4;sistem operasi dan jaringan
ANALISIS OPTIMASI QUERY SQL MENGGUNAKAN TEKNIK HEURISTIC PADA KASUS DATA TRANSAKSI PELANGGAN YANG LAYAK MENDAPATKAN REKOMENDASI PRODUK;database dan sistim retrieval informasi
KOMBINASI ALGORITMA AES, RC4 DAN ELGAMAL DALAM SKEMA HYBRID UNTUK KEAMANAN DATA;algoritma dan struktur data
PERBANDINGAN DAN REKOMENDASI SERVER SEBAGAI PENYEDIALAYANAN INFRASTRUKTUR CLOUD COMPUTING;algoritma dan struktur data
PENERAPAN DATA MINING UNTUK ANALISA POLA PEMBELIAN KONSUMEN DENGAN ALGORITMA APRIORI PADA DATA TRANSAKI PENJUALAN;artificial intelligance dan robotik
Service Availability dan Performa Sumber Daya Prosessor pada Infrastruktur Server Virtual Dadan Irwan;sistem operasi dan jaringan
Optimasi Penjadwalan Mata Kuliah Menggunakan Pewarnaan Graf;algoritma dan struktur data
IDENTIFIKASI DAGING SAPI DAN DAGING BABI MENGGUNAKAN FITUR EKSTRAKSI GREY LEVEL CO-OCCURRENCE MATRIX DAN K-NEAREST NEIGHBOR CLASSIFIER;grafik
Deteksi Glaukoma pada Citra Fundus Retinadengan Metode K-Nearest Neighbor;grafik
IMPLEMENTASI ALGORITMA CANNY DAN BACKPROPAGATION UNTUK MENGKLASIFIKASI JENIS TANAMAN MANGGA;grafik
Implementasi Metode Sequential Dalam Pencarian Pendistribusian Barang Pada Cargo Integration System;database dan sistim retrieval informasi
Implementasi Sequential Search Pada Pencarian Data Tarif Aplikasi Perjalanan Dinas Karyawan PT Telkom Akses;database dan sistim retrieval informasi
Perancangan dan Simulasi Deteksi Penyakit Tanaman Jagung Berbasis Pengolahan Citra Digital Menggunakan Metode Color Moments dan GLCM;grafik
Analisa Pola Penjualan Obat Menggunakan Algoritma Apriori Pada Apotek Zam-Zam Bogor;artificial intelligance dan robotik
KLASIFIKASI JENIS KUALITAS KEJU DENGAN MENGGUNAKAN METODE GRAY LEVEL COOCCURRENCE MATRIX (GLCM) DAN SUPPORT VECTOR MACHINE (SVM) PADA CITRA DIGITAL;grafik
Analisis Perbandingan Load Balancing Web Server Tunggal Dengan Web Server Cluster menggunakan Linux Virtual Server;sistem operasi dan jaringan
PENGGUNAAN ALGORITMA SORTING BUBBLE SORT UNTUK PENENTUAN NILAI PRESTASI SISWA;database dan sistim retrieval informasi
KLASIFIKASI DOKUMENT TEKS MENGGUNAKAN ALGORITMA NAIVE BAYES DENGAN BAHASA PEMOGRAMAN JAVA;artificial intelligance dan robotik
Analisis Redistribusi Interior Gateway Protocol dan Eksterior Gateway Protocol;sistem operasi dan jaringan
Analisis Algoritma Insertion Sort, Merge Sort Dan Implementasinya Dalam Bahasa Pemrograman C++;database dan sistim retrieval informasi
